date,headline,doc_type,material_type,section,keywords
2020-03-29,Coronavirus Slowdown in Seattle Suggests Restrictions Are Working,article,News,,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Shutdowns (Institutional)', 'States (US)', 'Hospitals', 'Quarantines', 'Epidemics']"
2020-03-29,Coronavirus Slowdown in Seattle Suggests Restrictions Are Working,article,News,,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Shutdowns (Institutional)', 'States (US)', 'Hospitals', 'Quarantines', 'Epidemics']"
2020-03-29,"‘Thousands of People Will Pass Away’ From Virus, Cuomo Warns",article,News,,['Coronavirus (2019-nCoV)']
2020-03-29,Tech Giants Prepared for 2016-Style Meddling. But the Threat Has Changed.,article,News,,"['Presidential Election of 2020', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Social Media', 'Online Advertising', 'Rumors and Misinformation', 'Cyberwarfare and Defense', 'Political Advertising', 'Presidential Election of 2016', 'Elections', 'Primaries and Caucuses', 'United States Politics and Government']"
2020-03-29,White House Airlifts Medical Supplies From China in Coronavirus Fight,article,News,,"['Coronavirus (2019-nCoV)', 'Medical Devices', 'Protective Clothing and Gear', 'Masks', 'Ventilators (Medical)', 'Shortages', 'United States Politics and Government', 'Epidemics']"
2020-03-29,"Rich Europeans Flee Virus for 2nd Homes, Spreading Fear and Fury",article,News,,"['Second Homes and Non-Primary Residences', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Real Estate and Housing (Residential)', 'Epidemics', 'Income Inequality']"
2020-03-29,Egypt’s Female Lion Tamers Show the Men How to Do It,article,News,,"['Circuses', 'Women and Girls', 'Family Business', 'Lions']"
2020-03-29,China Created a Fail-Safe System to Track Contagions. It Failed.,article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Politics and Government', 'SARS (Severe Acute Respiratory Syndrome)', 'Hospitals']"
2020-03-29,Crisis in the Sahel Becoming France’s Forever War,article,News,,"['Defense and Military Forces', 'Terrorism']"
2020-03-29,India’s Coronavirus Lockdown Leaves Vast Numbers Stranded and Hungry,article,News,,"['Coronavirus (2019-nCoV)', 'Migrant Labor (Non-Agriculture)', 'Homeless Persons', 'Shutdowns (Institutional)', 'Poverty', 'Politics and Government']"
2020-03-29,How Skiing Through a Pandemic Can Create a Community Crisis,article,News,,"['Skiing', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Snowboarding', 'Avalanches']"
2020-03-29,8 Killed After Philippine Plane Bursts Into Flames,article,News,,"['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters']"
2020-03-29,The U.S. Tried to Build a New Fleet of Ventilators. The Mission Failed.,article,News,,"['Coronavirus (2019-nCoV)', 'Ventilators (Medical)', 'Epidemics', 'Stockpiling', 'Shortages', 'Federal Budget (US)']"
2020-03-29,Homes That Sold for Around $1.5 Million,article,News,,['Real Estate and Housing (Residential)']
2020-03-29,"They Asked Black Artists About Inspiration. Here, They Share Their Own.",article,News,,"['Black People', 'Art']"
2020-03-29,"James L. Dolan, the Knicks Owner, Tests Positive for the Coronavirus",article,News,,"['Basketball', 'Coronavirus (2019-nCoV)']"
2020-03-29,"What’s Going On in This Picture? | March 30, 2020",article,News,,[]
2020-03-29,Community Radio Fights to Stay Live (and Weird) Despite Coronavirus,article,News,,"['Music', 'Coronavirus (2019-nCoV)', 'Radio', 'Disc Jockeys']"
2020-03-29,What Sept. 11 Taught Us About Confronting Catastrophe,article,News,,"['Coronavirus (2019-nCoV)', 'Emergency Medical Treatment', 'September 11 (2001)', 'World Trade Center (Manhattan, NY)', 'Disasters and Emergencies', 'Hospitals']"
2020-03-29,"Oil Prices Crash, Virus Hits, Commerce Stops: Iraq Is in Trouble.",article,News,,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Economic Conditions and Trends', 'Curfews', 'Oil (Petroleum) and Gasoline', 'Layoffs and Job Reductions']"
2020-03-29,Community Radio Fights to Stay Live (and Weird) Despite Coronavirus,article,News,,"['Music', 'Coronavirus (2019-nCoV)', 'Radio', 'Disc Jockeys']"
2020-03-29,"Tracy Meng, Kyle Matson",article,News,,['Weddings and Engagements']
2020-03-29,"Margaret Walker, Aran Clair",article,News,,['Weddings and Engagements']
2020-03-29,What to Cook This Week,article,News,,['Cooking and Cookbooks']
2020-03-29,The Sunday Read: What I Learned When My Husband Got Coronavirus,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Families and Family Life']"
2020-03-29,How Much Should the Public Know About Who Has the Coronavirus?,article,News,,"['Coronavirus (2019-nCoV)', 'Privacy', 'Data-Mining and Database Marketing', 'Medicine and Health']"
2020-03-29,The Sunday Read: What I Learned When My Husband Got Coronavirus,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Families and Family Life']"
2020-03-29,‘A Heart-Wrenching Thing’: Hospital Bans on Visits Devastate Families,article,News,,"['Hospitals', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Death and Dying', 'Families and Family Life']"
2020-03-29,Judge Urges Release of Migrant Children After 4 Test Positive for Coronavirus in Detention,article,News,,"['Children and Childhood', 'Immigration Detention', 'Coronavirus (2019-nCoV)', 'Decisions and Verdicts']"
2020-03-29,"Margaret Walker, Aran Clair",article,News,,['Weddings and Engagements']
2020-03-29,"Tracy Meng, Kyle Matson",article,News,,['Weddings and Engagements']
2020-03-29,What to Cook This Week,article,News,,['Cooking and Cookbooks']
2020-03-29,"A Fight Over Money, Loyalty and Who Gets Credit for an Artist’s Rise",article,News,,"['Art', 'Suits and Litigation (Civil)']"
2020-03-29,They Create Nightmare Worlds for TV. Now They’re Living in One.,article,News,,"['Television', 'Coronavirus (2019-nCoV)']"
2020-03-29,The Week in Business: Throwing Money at a Pandemic,article,News,,"['Stocks and Bonds', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Recession and Depression', 'Labor and Jobs', 'Unemployment', 'Stimulus (Economic)']"
2020-03-29,Teachers’ Herculean Task: Moving 1.1 Million Children to Online School,article,News,,"['Reading and Writing Skills (Education)', 'Education (K-12)', 'Computers and the Internet', 'Wireless Communications', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Teachers and School Employees']"
2020-03-29,Gargling for Coronavirus? What Science Can Tell Us,article,News,,"['Colds', 'Iodine', 'Coronavirus (2019-nCoV)', 'Throat', 'Influenza', 'Microbiology', 'Mouthwash', 'Hygiene and Cleanliness']"
2020-03-29,What’s on TV Sunday: ‘Portrait of a Lady on Fire’ and ‘Beef House’,article,News,,"['Movies', 'Television']"
2020-03-29,"Corrections: March 29, 2020",article,News,,[]
2020-03-29,North Korea Launches Two Short-Range Ballistic Missiles,article,News,,"['Missiles and Missile Defense Systems', 'United States International Relations']"
2020-03-29,Coronavirus Slowdown in Seattle Suggests Restrictions Are Working,article,News,,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Shutdowns (Institutional)', 'States (US)', 'Hospitals', 'Quarantines', 'Epidemics']"
2020-03-29,"‘Thousands of People Will Pass Away’ From Virus, Cuomo Warns",article,News,,['Coronavirus (2019-nCoV)']
2020-03-29,Tech Giants Prepared for 2016-Style Meddling. But the Threat Has Changed.,article,News,,"['Presidential Election of 2020', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Social Media', 'Online Advertising', 'Rumors and Misinformation', 'Cyberwarfare and Defense', 'Political Advertising', 'Presidential Election of 2016', 'Elections', 'Primaries and Caucuses', 'United States Politics and Government']"
2020-03-29,White House Airlifts Medical Supplies From China in Coronavirus Fight,article,News,,"['Coronavirus (2019-nCoV)', 'Medical Devices', 'Protective Clothing and Gear', 'Masks', 'Ventilators (Medical)', 'Shortages', 'United States Politics and Government', 'Epidemics']"
2020-03-29,"Rich Europeans Flee Virus for 2nd Homes, Spreading Fear and Fury",article,News,,"['Second Homes and Non-Primary Residences', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Real Estate and Housing (Residential)', 'Epidemics', 'Income Inequality']"
2020-03-29,Egypt’s Female Lion Tamers Show the Men How to Do It,article,News,,"['Circuses', 'Women and Girls', 'Family Business', 'Lions']"
2020-03-30,What Are My Obligations if I’m a Doctor Who Is High Risk?,article,News,,"['Coronavirus (2019-nCoV)', 'Workplace Hazards and Violations', 'Doctors', 'Paid Time Off']"
2020-03-30,How to Donate N95 Masks,article,News,,"['Masks', 'Protective Clothing and Gear', 'Coronavirus (2019-nCoV)']"
2020-03-30,"Xinjiang Returns to Work, but Coronavirus Worries Linger in China",article,News,,"['Muslims and Islam', 'Uighurs (Chinese Ethnic Group)', 'Coronavirus (2019-nCoV)', 'False Arrests, Convictions and Imprisonments', 'Political Prisoners', 'Forced Labor', 'Kazakhs (Ethnic Group)', 'Epidemics']"
2020-03-30,President Trump’s Prime-Time Pandemic,article,News,,"['Television', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Reality Television', 'News and News Media']"
2020-03-30,North Korea Says Pompeo Made It Lose All Interest in Dialogue With U.S.,article,News,,"['United States International Relations', 'Nuclear Weapons']"
2020-03-30,North Korea Says Pompeo Made It Lose All Interest in Dialogue With U.S.,article,News,,"['United States International Relations', 'Nuclear Weapons']"
2020-03-30,How to Donate N95 Masks,article,News,,"['Masks', 'Protective Clothing and Gear', 'Coronavirus (2019-nCoV)']"
2020-03-30,The Pandemic Book Club,article,News,,"['Books and Literature', 'Writing and Writers', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions']"
2020-03-30,"As Governors Plead for Tests, Trump Promises Ventilators to Europe",article,News,,['Coronavirus (2019-nCoV)']
2020-03-30,"914 Dead in N.Y.C., and City’s Virus Case Count Tops 38,000",article,News,,['Coronavirus (2019-nCoV)']
2020-03-30,"914 Dead in N.Y.C., and City’s Virus Case Count Tops 38,000",article,News,,['Coronavirus (2019-nCoV)']
2020-03-30,"Nurses Die, Doctors Fall Sick and Panic Rises on Virus Front Lines",article,News,,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Masks', 'Protective Clothing and Gear', 'Nursing and Nurses', 'Doctors', 'Epidemics']"
2020-03-30,Sacred Heart Is No Hockey School. $60 Million Could Change That.,article,News,,"['Hockey, Ice', 'Stadiums and Arenas', 'Colleges and Universities']"
2020-03-30,"Restrictions Are Slowing Coronavirus Infections, New Data Suggest",article,News,,"['Coronavirus (2019-nCoV)', 'Fever', 'Medicine and Health', 'Maps', 'Thermometers', 'Hospitals', 'Epidemics', 'Shutdowns (Institutional)', 'Tests (Medical)', 'Research']"
2020-03-30,Finding Comfort in the Classics,article,News,,['Books and Literature']
2020-03-30,Florida Pastor Arrested After Defying Virus Orders,article,News,,"['Coronavirus (2019-nCoV)', 'Ministers (Protestant)', 'Pentecostal Churches', 'Religion-State Relations']"
2020-03-30,Nancy Pelosi Is Already Talking About the Next Stimulus Bill for Coronavirus Relief,article,News,,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Politics and Government', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions']"
2020-03-30,What the ‘Cuomo 2020’ Fantasy Says About 2020 Reality,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Primaries and Caucuses']"
2020-03-30,New York Attorney General Looks Into Zoom’s Privacy Practices,article,News,,"['Data-Mining and Database Marketing', 'Mobile Applications', 'Privacy', 'Cyberattacks and Hackers', 'Coronavirus (2019-nCoV)', 'Videophones and Videoconferencing', 'Attorneys General']"
2020-03-30,New York Attorney General Looks Into Zoom’s Privacy Practices,article,News,,"['Data-Mining and Database Marketing', 'Mobile Applications', 'Privacy', 'Cyberattacks and Hackers', 'Coronavirus (2019-nCoV)', 'Videophones and Videoconferencing', 'Attorneys General']"
2020-03-30,Nancy Pelosi Is Already Talking About the Next Stimulus Bill for Coronavirus Relief,article,News,,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Politics and Government', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions']"
2020-03-30,The Quarantine Diaries,article,News,,"['Coronavirus (2019-nCoV)', 'Diaries']"
2020-03-30,‘Outbreak’ Was a Hit in 1995. Now We’re Living the Sequel.,article,News,,"['Movies', 'Epidemics', 'Ebola Virus']"
2020-03-30,The Quarantine Diaries,article,News,,"['Coronavirus (2019-nCoV)', 'Diaries']"
2020-03-30,The Medical News Site That Saw the Coronavirus Coming Months Ago,article,News,,"['Coronavirus (2019-nCoV)', 'News and News Media']"
2020-03-30,The Quarantine Diaries,article,News,,"['Coronavirus (2019-nCoV)', 'Diaries']"
2020-03-30,"For India’s Laborers, Coronavirus Lockdown Is an Order to Starve",article,News,,"['Labor and Jobs', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Poverty']"
2020-03-30,"Corrections: March 30, 2020",article,News,,[]
2020-03-30,Lesson of the Day: ‘Olympians Have Another Year to Prepare for Tokyo. It’s a Blessing and a Curse.’,article,News,,[]
2020-03-30,"Days After a Funeral in a Georgia Town, Coronavirus ‘Hit Like a Bomb’",article,News,,"['Coronavirus (2019-nCoV)', 'Funerals and Memorials', 'Rural Areas', 'Hospitals']"
2020-03-30,Your Short Film of the Day,article,News,,"['Movies', 'ANIMATED FILMS']"
2020-03-30,Should You Have a Home Birth Because of Coronavirus?,article,News,,"['Pregnancy and Childbirth', 'Midwives and Doulas', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Babies and Infants', 'Parenting']"
2020-03-30,Back From the Brink,article,News,,"['Quarantines', 'Coronavirus (2019-nCoV)', 'Medicine and Health']"
2020-03-30,A Triple Crown Hopeful Emerges and Athlete Workouts Get a J. Lo Cameo,article,News,,"['Horse Racing', 'Florida Derby (Horse Race)', 'Triple Crown (Horse Racing)', 'Kentucky Derby', 'Coronavirus (2019-nCoV)', 'Athletics and Sports', 'Exercise']"
2020-03-30,"Summer Olympics in Tokyo to Start on July 23, 2021",article,News,,"['Olympic Games (2020)', 'Coronavirus (2019-nCoV)']"
2020-03-30,"Days After a Funeral in a Georgia Town, Coronavirus ‘Hit Like a Bomb’",article,News,,"['Coronavirus (2019-nCoV)', 'Funerals and Memorials', 'Rural Areas', 'Hospitals']"
2020-03-30,Your Short Film of the Day,article,News,,"['Movies', 'ANIMATED FILMS']"
2020-03-30,‘Jails Are Petri Dishes’: Inmates Freed as the Virus Spreads Behind Bars,article,News,,"['Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Immigration Detention']"
2020-03-30,Trump Won the Internet. Democrats Are Scrambling to Take It Back.,article,News,,"['Presidential Election of 2020', 'Presidential Election of 2016', 'United States Politics and Government', 'Campaign Finance', 'Social Media', 'Political Advertising', 'Political Action Committees', 'Data-Mining and Database Marketing']"
2020-03-30,"Days After a Funeral in a Georgia Town, Coronavirus ‘Hit Like a Bomb’",article,News,,"['Coronavirus (2019-nCoV)', 'Funerals and Memorials', 'Rural Areas', 'Hospitals']"
2020-03-30,Your Short Film of the Day,article,News,,"['Movies', 'ANIMATED FILMS']"
2020-03-30,‘Jails Are Petri Dishes’: Inmates Freed as the Virus Spreads Behind Bars,article,News,,"['Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Immigration Detention']"
2020-03-30,Vodka From Thin Air: An Unusual Climate Prize Hits a Coronavirus Snag,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Carbon Capture and Sequestration', 'Carbon Dioxide', 'Coronavirus (2019-nCoV)', 'Vodka', 'Concrete', 'Innovation', 'Contests and Prizes']"
2020-03-30,"As Theaters Stare Down Uncertainty, Ars Nova Buys Itself Time",article,News,,"['Theater', 'Coronavirus (2019-nCoV)', 'Wages and Salaries', 'Shutdowns (Institutional)']"
2020-03-30,The World Pushes Back Against E-Cigarettes and Juul,article,News,,"['E-Cigarettes', 'Nicotine', 'Medicine and Health', 'Youth']"
2020-03-30,Trump Won the Internet. Democrats Are Scrambling to Take It Back.,article,News,,"['Presidential Election of 2020', 'Presidential Election of 2016', 'United States Politics and Government', 'Campaign Finance', 'Social Media', 'Political Advertising', 'Political Action Committees', 'Data-Mining and Database Marketing']"
