headline,date,doc_type,material_type,section,keywords
Judge Blocks Trump’s Plan to Bar Immigrants Who Can’t Pay for Health Care,2019-11-02,article,News,,"['Immigration and Emigration', 'Health Insurance and Managed Care', 'Decisions and Verdicts', 'United States Politics and Government']"
The Great Streaming Space-Time Warp Is Coming,2019-11-01,article,News,,['Television']
The Life of Thomas Edison,2019-11-01,article,News,,['Books and Literature']
Wait — What Is ‘America’ Anyway?,2019-11-01,article,News,,[]
A Squash Mystery in Egypt: Is There Something in the Nile?,2019-11-01,article,News,,['Squash (Sport)']
Elon Musk Bids Twitter Farewell — Briefly,2019-11-02,article,News,,"['Social Media', 'Electric and Hybrid Vehicles', 'Fines (Penalties)', 'Computers and the Internet', 'Securities and Commodities Violations']"
Race/Related: Are Extremists Hijacking the Internet?,2019-11-02,article,News,,"['Race and Ethnicity', 'Books and Literature', 'Computers and the Internet', 'Social Media']"
3 Die in Crash During Police Chase in Los Angeles,2019-11-01,article,News,,"['Drunken and Reckless Driving', 'Robberies and Thefts']"
"Enriqueta Basilio, 71, Dies; First Woman to Light Olympic Flame",2019-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Olympic Games (1968)', 'Track and Field', 'Women and Girls']"
Hong Kong Protesters Call for U.S. Help. China Sees a Conspiracy.,2019-11-03,article,News,,"['United States International Relations', 'Hong Kong Protests (2019)', 'Demonstrations, Protests and Riots']"
"Nets End Slide, Beating the Rockets After Early Struggles",2019-11-02,article,News,,['Basketball']
The Secret Shop of Forgotten New York Treasures,2019-11-01,article,News,,"['ANTIQUES', 'Collectors and Collections', 'Sewing']"
W.T.O. Allows China to Impose Trade Sanctions on U.S. Goods,2019-11-01,article,News,,"['International Trade and World Market', 'United States Economy', 'Embargoes and Sanctions', 'Customs (Tariff)']"
Final Exhibition by Okwui Enwezor Will Open in 2021 in Middle East,2019-11-03,article,News,,['Art']
New in Paperback: ‘Unsheltered’ and ‘Come With Me’,2019-11-01,article,List,,['Books and Literature']
"Missed Burning Man? Burning Man, or at Least Its Art, Is Coming to You",2019-11-03,article,News,,"['Art', 'Burning Man Festival', 'Sculpture', 'Museums']"
California Governor Moves to Reshape PG&E After Fires and Blackouts,2019-11-01,article,News,,"['Bankruptcies', 'Wildfires', 'Power Failures and Blackouts', 'Electric Light and Power']"
"Walter Mercado, Celebrity Astrologer for Millions of Latinos, Dies",2019-11-03,article,Obituary (Obit),,"['Astrology', 'Deaths (Obituaries)']"
Will Great Britain Become Little England?,2019-11-02,article,Op-Ed,,"['Politics and Government', 'Great Britain Withdrawal from EU (Brexit)', 'Polls and Public Opinion']"
Here Comes the Smooth Ride to Replace the Military’s Hated Humvee,2019-11-01,article,News,,"['United States Defense and Military Forces', 'Military Vehicles', 'ARMOR']"
Trump to Name Chad Wolf as Acting Secretary,2019-11-01,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government']"
The Korean Secret to Happiness and Success,2019-11-02,article,Op-Ed,,"['Korean-Americans', 'Parenting', 'Social Conditions and Trends']"
The Spirit That Brought Down the Berlin Wall Lives On,2019-11-02,article,Op-Ed,,['ARMENIANS']
Turkey Hands Over 18 Captured Syrian Soldiers,2019-11-01,article,News,,"['Defense and Military Forces', 'Politics and Government', 'United States International Relations']"
"The Playlist: Dua Lipa’s Disco Blast, and 13 More New Songs",2019-11-01,article,News,,"['Pop and Rock Music', 'Jazz', 'Rap and Hip-Hop']"
"First, the Tuna Fish ‘Badge of Shame.’ Next, Banned From the Prom?",2019-11-01,article,News,,"['Education (K-12)', 'Children and Childhood', 'Lunch and Breakfast Programs', 'Food', 'Social Media', 'Parenting']"
Pioneers of Women’s Tennis Make Gains in Pursuit of Recognition,2019-11-02,article,News,,"['Tennis', 'Pensions and Retirement Plans', 'Women and Girls']"
Tommy Hilfiger’s Duplex Sells After 11 Years on the Market,2019-11-01,article,News,,['Real Estate and Housing (Residential)']
Who Gets to Be a Citizen? And Other Pertinent Questions,2019-11-01,article,Letter,,['Books and Literature']
Up River,2019-11-01,article,News,,['Books and Literature']
The Week in Business: Twitter Cancels Political Ads,2019-11-03,article,News,,"['Political Advertising', 'Social Media', 'Computers and the Internet']"
Dancing Past 60: ‘I Actually Forget That I Am Aging’,2019-11-01,article,News,,"['Dancing', 'Korean-Americans', 'Elderly']"
Lori Loughlin Pleads Not Guilty to New College Admissions Scandal Charge,2019-11-01,article,News,,['College Admissions Scandal (2019)']
Ja Morant Is the N.B.A.’s Newest Phenom,2019-11-02,article,News,,['Basketball']
Nationals’ Parade Draws Thousands as D.C. Celebrates Its Latest Champions,2019-11-02,article,News,,"['Baseball', 'National Mall (Washington, DC)', 'World Series', 'Parades']"
Beto Is Out and Warren’s Way to Pay: This Week in the 2020 Race,2019-11-02,article,News,,"['Presidential Election of 2020', 'Halloween', 'Health Insurance and Managed Care']"
"Last Major Nuclear Arms Pact Could Expire With No Replacement, Russia Says",2019-11-01,article,News,,['ARMS CONTROL AND LIMITATION AND DISARMAMENT']
"Beer, Here: Merchandising of College Sports Leads to Team-Branded Ales",2019-11-01,article,News,,"['Beer', 'Football (College)', 'College Athletics', 'ADVERTISING AND MARKETING', 'Colleges and Universities']"
I Love Housework. Let Me Explain.,2019-11-02,article,Op-Ed,,"['Orderliness and Clutter', 'Irons and Ironing Boards', 'Domestic Service']"
"Adam Schiff, a Trump Punching Bag, Takes His Case to a Bigger Ring",2019-11-03,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Impeachment']"
"What’s Going On in This Picture? | Nov. 4, 2019",2019-11-03,article,News,,[]
Saudi Aramco Announces Plans to Go Public,2019-11-03,article,News,,"['Initial Public Offerings', 'Oil (Petroleum) and Gasoline', 'Sovereign Wealth Funds']"
What’s on TV Friday: ‘Dickinson’ and ‘American Son’,2019-11-01,article,News,,"['Television', 'Movies']"
"My Mother’s Opus, Built Over Four Decades",2019-11-01,article,News,,"['Letters', 'Parenting', 'Families and Family Life']"
Redrum and Then Some: 7 Movies Influenced by ‘The Shining’,2019-11-01,article,News,,['Movies']
Quotation of the Day: Syrian Refugees Doubt That ‘Safe Zone’ Turkey Plans Will Be Safe,2019-11-02,article,Quote,,[]
11 of Our Best Weekend Reads,2019-11-01,article,News,,"['New York City Marathon', 'Wildfires', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Baseball', 'internal-storyline-no']"
How to Take a Portrait of America,2019-11-02,article,News,,"['Presidential Election of 2020', 'Photography', 'News and News Media']"
‘Terminator: Dark Fate’ Breaks Down at the Box Office,2019-11-03,article,News,,['Movies']
Inside the Debate Between Netflix and Big Theater Chains Over ‘The Irishman’,2019-11-01,article,News,,['Movies']
Why Do Parrots Waste So Much Food?,2019-11-02,article,News,,"['Parrots', 'Food', 'Animal Cognition', 'Animal Behavior', 'Research', 'your-feed-science']"
"Jennie Sears, Zachary Fried",2019-11-03,article,News,,['Weddings and Engagements']
The Real Reason Facebook Won’t Fact-Check Political Ads,2019-11-02,article,Op-Ed,,"['Social Media', 'Online Advertising', 'Censorship', 'Political Advertising', 'Freedom of Speech and Expression', 'Data-Mining and Database Marketing']"
"Make This Buttery, Creamy White Bean Pasta",2019-11-02,article,News,,[]
Warren Laces Into Rivals as Iowa Campaign Grows Combative,2019-11-01,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government', 'Polls and Public Opinion']"
"After 25 Years, They’re Making it Official",2019-11-02,article,News,,['Weddings and Engagements']
"Halloween Shooting at Airbnb in Orinda, California, Leaves 5 Dead",2019-11-01,article,News,,"['Murders, Attempted Murders and Homicides']"
Radical French Novels Welcomed to German Stages,2019-11-01,article,Review,,['Theater']
Dementia Can Make Patients Wander. What if They Cross the Border?,2019-11-03,article,News,,"[""ALZHEIMER'S DISEASE"", 'Dementia']"
Why Gamers Are Protesting BlizzCon for Hong Kong,2019-11-01,article,News,,"['Computer and Video Games', 'Hong Kong Protests (2019)']"
What Could Come Between These Two Allies? A $100 Jar of Honey,2019-11-02,article,News,,"['Honey', 'Trademarks and Trade Names', 'Maori', 'Celebrities']"
‘Saturday Night Live’ Welcomes Kristen Stewart and a Hero Dog,2019-11-03,article,News,,['Television']
Impeachment News (Just Not Every Day),2019-11-01,article,News,,"['Podcasts', 'Newsletters']"
Those People We Tried to Cancel? They’re All Hanging Out Together,2019-11-02,article,News,,"['Writing and Writers', 'Computers and the Internet', 'Freedom of the Press', 'Podcasts']"
"Sheldon Breiner, 82, Dies; Used Magnetism for Explorations",2019-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Computers and the Internet', 'Software', 'Magnets and Magnetism', 'ARCHAEOLOGY AND ANTHROPOLOGY']"
Trump’s Twitter Presidency: 9 Key Takeaways,2019-11-02,article,News,,"['United States Politics and Government', 'Social Media', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Fringe Groups and Movements', 'Immigration and Emigration', 'Propaganda', 'Discrimination']"
"Medicare Can Be Confusing: 6 of Your Top Questions, Answered",2019-11-01,article,News,,"['Medicare', 'Health Insurance and Managed Care', 'Elderly', 'Teeth and Dentistry', 'Retirement', 'Drugs (Pharmaceuticals)', 'Frauds and Swindling']"
Hong Kong Protests: Police Face Off With Demonstrators After Election Rally,2019-11-02,article,News,,"['Hong Kong Protests (2019)', 'Demonstrations, Protests and Riots', 'Elections']"
Maggie Haberman and Michael Schmidt on Covering the Trump Administration,2019-11-01,article,News,,"['News and News Media', 'United States Politics and Government']"
Jepkosgei’s N.Y.C. Marathon Upset Caps a Year of Leaps and Turmoil,2019-11-03,article,News,,"['New York City Marathon', 'Marathon Running']"
Keeping the Story of D-Day Alive,2019-11-01,article,Review,,"['Books and Literature', 'World War II (1939-45)']"
When ‘Do No Harm’ Means Evacuating Hospitals in California,2019-11-01,article,Op-Ed,,"['Fires and Firefighters', 'Emergency Medical Treatment', 'Hospitals']"
Beer With Bella: Benjamin Law,2019-11-01,article,News,,"['Writing and Writers', 'Books and Literature', 'Families and Family Life']"
"Where ‘Jaws,’ the Ride, Lives Forever",2019-11-02,article,News,,"['AMUSEMENT AND THEME PARKS', 'Video Recordings, Downloads and Streaming']"
North Carolina Lawmakers Pass Bill to Close Sexual Assault Loopholes,2019-11-02,article,News,,"['Law and Legislation', 'Sex Crimes', 'Child Abuse and Neglect', 'State Legislatures']"
"Galen McNeil, Connor Pierson",2019-11-03,article,News,,['Weddings and Engagements']
The Reawakening of Quebec’s Nationalism,2019-11-01,article,News,,"['Secession and Independence Movements', 'Politics and Government', 'Canadian Federal Election (2019)']"
"‘After His Death, I Didn’t Cook Anymore’: Widows on the Pain of Dining Alone",2019-11-01,article,News,,"['Cooking and Cookbooks', 'Food', 'Supermarkets and Grocery Stores', 'Widows and Widowers', 'Grief (Emotion)', 'Diet and Nutrition']"
"Macron Steps Into a Leadership Vacuum in Europe, and on Some Toes",2019-11-01,article,News,,"['Politics and Government', 'Great Britain Withdrawal from EU (Brexit)', 'Legislatures and Parliaments']"
"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in November",2019-11-01,article,News,,"['Television', 'Movies']"
‘One Discordant Violin’ Review: In Search of Soul-Stirring Art,2019-11-03,article,Review,,['Theater']
A Missed Flight Leads to a Connection,2019-11-01,article,News,,"['Marriages', 'Dating and Relationships']"
"Whistle-Blower Willing to Answer Republicans’ Questions, Lawyer Says",2019-11-03,article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Ethics and Official Misconduct', 'Whistle-Blowers', 'Impeachment']"
"Warren Leads Tight Iowa Race as Biden Fades, Poll Finds",2019-11-01,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Polls and Public Opinion']"
The Journalists Who Read All of President Trump’s Tweets. Twice.,2019-11-02,article,News,,['United States Politics and Government']
Trump Breaks Up With New York,2019-11-01,article,briefing,,[]
Breath Tests Aim to Stop Drunk Driving. Can We Trust the Results?,2019-11-01,article,News,,"['Tests (Sobriety)', 'Drunken and Reckless Driving']"
These Machines Can Put You in Jail. Don’t Trust Them.,2019-11-03,article,News,,"['Tests (Sobriety)', 'Drunken and Reckless Driving', 'Police', 'Forensic Science', 'False Arrests, Convictions and Imprisonments', 'States (US)', 'Software']"
Quotation of the Day: What Recovery? Life on the Edge,2019-11-01,article,Quote,,[]
California Fires Bring On Traffic Nightmares,2019-11-01,article,News,,"['Wildfires', 'Roads and Traffic', 'Commuting', 'Delays (Transportation)']"
"Jane Fonda at 81, Proudly Protesting and Going to Jail",2019-11-03,article,News,,"['Demonstrations, Protests and Riots', 'Television', 'Environment', 'ACTORS AND ACTRESSES', 'Celebrities']"
What’s on TV Sunday: ‘Queer Eye’ and ‘The Affair’,2019-11-03,article,News,,"['Television', 'Movies']"
Trump Rails Against Impeachment in First Rally Since House Vote,2019-11-01,article,News,,['United States Politics and Government']
"Iraq Demonstrations Grow, and Government Scrambles to Respond",2019-11-02,article,News,,"['Demonstrations, Protests and Riots', 'Politics and Government']"
It’s Not Like Trump Should Have to ‘Watch Very Boring Sports’,2019-11-03,article,News Analysis,,"['Presidential Election of 2020', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Mixed Martial Arts', 'Impeachment']"
"Joseph Flannery, Who Turned Uniroyal Around, Dies at 87",2019-11-01,article,Obituary (Obit),,['Deaths (Obituaries)']
Toronto’s City of Tomorrow Is Scaled Back Amid Privacy Concerns,2019-11-01,article,News,,"['Privacy', 'Industrial Espionage', 'Surveillance of Citizens by Government']"
The Week in Tech: WhatsApp’s Spyware Fight Is at Least Good P.R.,2019-11-01,article,News,,"['Computers and the Internet', 'Instant Messaging', 'Social Media', 'Online Advertising', 'Government Contracts and Procurement', 'Enterprise Computing', 'Conflicts of Interest']"
Nancy Pelosi Should Not Be President,2019-11-03,article,Op-Ed,,"['United States Politics and Government', 'Law and Legislation', 'Constitution (US)', 'Presidents and Presidency (US)', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
7 Must-Have Items for Your Next Ultra-Budget Flight,2019-11-02,article,News,,"['Budget Travel', 'AIRLINES AND AIRPLANES', 'Travel and Vacations', 'Luggage and Packing']"
The World’s Best Cheese? It’s Blue and Comes From Oregon,2019-11-01,article,News,,"['Cheese', 'Awards, Decorations and Honors']"
"In the Amazon, Fires Steal Breath, but Smoke Smells of Money",2019-11-02,article,News,,"['Wildfires', 'Ranches', 'Cattle', 'Workplace Hazards and Violations', 'Politics and Government']"
